gift_id,price
GF_2372,39.45632855
GF_13040,123.0503439
GF_5754,49.91137185
GF_1417,91.9654837
GF_23204,51.30580612
GF_6367,94.79962062
GF_12918,84.74714158
GF_11930,48.06939113
GF_12664,87.79729037
GF_12666,91.73430671
GF_23838,95.13708349
GF_8594,112.861092
GF_10190,165.7915235
GF_5251,122.8672477
GF_5744,128.8097967
GF_12315,132.4286845
GF_7510,64.2714694
GF_2647,55.1646603
GF_13184,45.57233469
GF_3163,148.1454786
GF_8269,105.78576
GF_14270,43.2326552
GF_4153,63.89371918
GF_8117,40.47203563
GF_5936,44.15454601
GF_1704,83.3970343
GF_1707,77.80311878
GF_23660,17.67166132
GF_479,51.24229198
GF_9520,66.86297881
GF_1479,115.1927717
GF_22094,114.8960072
GF_4544,119.2603436
GF_4471,108.5800989
GF_10688,67.49323095
GF_477,55.04538335
GF_21972,98.01822179
GF_23532,30.699627
GF_697,85.1333201
GF_10782,118.6500344
GF_13480,1.765457067
GF_978,112.7196589
GF_1731,104.5844258
GF_14348,29.94383624
GF_4670,98.07636609
GF_13774,51.39389209
GF_14019,21.06791703
GF_11891,132.5285432
GF_902,123.5711256
GF_8817,44.31924158
GF_6155,142.404077
GF_4859,101.8095297
GF_23675,10.71196685
GF_10679,168.6560306
GF_2638,24.30646669
GF_6369,36.48465081
GF_21577,41.24866301
GF_662,95.55780128
GF_1623,129.213943
GF_1823,97.10635017
GF_14714,32.30326037
GF_16333,105.5554093
GF_16335,41.08705159
GF_16334,38.18491261
GF_2183,142.9071854
GF_13463,15.38741415
GF_22523,44.0592041
GF_10838,39.86121832
GF_7491,54.03167217
GF_4535,38.60286561
GF_6528,45.77600102
GF_4892,129.8657501
GF_1635,24.73552707
GF_2692,51.24859355
GF_13146,101.4411827
GF_411,130.942742
GF_1648,187.2094481
GF_1315,149.5820642
GF_5258,81.12474958
GF_12723,91.87925437
GF_2452,69.32729404
GF_2453,12.46107786
GF_9533,115.3179003
GF_21429,65.00875467
GF_20248,67.63683779
GF_17708,109.5921573
GF_4136,117.5943076
GF_5994,54.62046975
GF_5993,113.3832256
GF_19916,56.41737846
GF_1360,178.7225442
GF_17576,90.65411887
GF_2432,86.50032979
GF_10721,261.6714043
GF_2447,193.1139153
GF_11515,97.12583785
GF_15034,109.4592868
GF_2546,47.65139704
GF_6394,130.9154363
GF_9686,131.4853725
GF_13171,75.36997345
GF_11831,130.9146773
GF_11832,48.22093639
GF_16703,133.8207226
GF_6277,196.2090808
GF_9349,67.95155223
GF_8239,180.0769461
GF_12978,48.84743758
GF_16110,94.47862021
GF_3676,131.4320038
GF_19854,158.0379072
GF_286,125.0857882
GF_3493,113.5775482
GF_3908,110.7271435
GF_9046,187.6948677
GF_14359,45.74894082
GF_14344,129.7658357
GF_4770,235.1073541
GF_8871,167.1349032
GF_10006,28.02604678
GF_14938,133.959676
GF_6670,170.2605871
GF_17707,173.6532148
GF_11976,66.64508794
GF_19359,87.46364622
GF_7879,115.0122794
GF_22858,263.7372314
GF_7420,129.1351091
GF_19004,65.96950713
GF_5545,134.8033014
GF_5546,69.53720652
GF_11514,102.0741135
GF_23656,33.99262462
GF_304,123.6916191
GF_23535,114.6289286
GF_2408,142.4726347
GF_14744,131.0119799
GF_10960,121.1294826
GF_16759,110.4841696
GF_21428,150.8431302
GF_6637,91.04210049
GF_3499,103.386542
GF_16650,50.86373254
GF_3909,44.23090311
GF_5612,87.12416029
GF_15265,235.100742
GF_10773,97.09175692
GF_7107,54.94727454
GF_13098,138.3911617
GF_2747,106.093293
GF_15383,66.31567545
GF_12289,137.6442309
GF_2544,106.7797351
GF_13801,107.9583973
GF_8872,73.78131334
GF_13326,115.463
GF_585,80.85785258
GF_11971,68.31848792
GF_5125,50.83788663
GF_13290,120.6432561
GF_6157,131.2704534
GF_12257,166.90039
GF_1207,101.3230314
GF_23806,111.3021056
GF_7512,53.29420464
GF_20247,141.7284411
GF_9104,78.74622328
GF_183,121.0779521
GF_6232,217.9039238
GF_12255,110.8739674
GF_15967,26.75134115
GF_530,62.03010475
GF_3491,131.9069532
GF_9451,111.5993677
GF_9918,132.4746614
GF_13800,151.7620088
GF_13170,152.9451147
GF_584,147.3325552
GF_2314,89.27868134
GF_4782,91.51761251
GF_482,59.75262704
GF_4806,86.02843858
GF_5933,137.5115301
GF_1347,55.69115061
GF_8346,29.32413522
GF_9697,29.41691121
GF_9692,34.21728488
GF_1465,173.6676272
GF_10019,77.51446141
GF_5750,76.49126545
GF_1036,20.96195215
GF_7484,46.88729766
GF_7477,35.33095789
GF_8313,78.3625387
GF_2330,50.75604213
GF_12287,74.75046306
GF_9326,10.80277214
GF_13489,29.46792533
GF_8223,99.52460426
GF_6632,46.17604078
GF_23094,125.347574
GF_12812,103.6312512
GF_4831,108.5782845
GF_2236,77.5175128
GF_23183,94.15460691
GF_10888,68.51109565
GF_12151,49.31719894
GF_7184,65.55128614
GF_7447,86.46158531
GF_4140,78.77933785
GF_6250,73.39243283
GF_4935,203.0091596
GF_1021,85.25512725
GF_2354,35.49229509
GF_5839,78.07295562
GF_14895,77.47831912
GF_664,34.8967821
GF_9747,82.86398773
GF_2556,91.65469766
GF_4221,51.43674778
GF_2184,66.78881163
GF_14,115.1439341
GF_6136,79.96196158
GF_32,98.81247023
GF_10159,169.307212
GF_1636,27.44774721
GF_14483,84.97311949
GF_11188,89.9349972
GF_9720,119.7090452
GF_13518,157.8586645
GF_22042,85.09890792
GF_2648,2.411345499
GF_14385,39.59647362
GF_12224,113.4780652
GF_4152,66.00300601
GF_13838,146.1066544
GF_5520,104.5633545
GF_6987,8.925163469
GF_10394,17.64464042
GF_7414,41.01409173
GF_5507,30.295182
GF_5633,87.65724712
GF_7387,71.85665029
GF_19012,54.32188991
GF_7972,106.8887467
GF_6851,71.6962852
GF_5856,112.8317791
GF_23569,107.7798115
GF_4546,54.76134684
GF_12231,93.64039865
GF_4179,141.4900052
GF_7478,42.86677171
GF_8108,54.69169558
GF_1744,22.16573957
GF_9328,48.88064708
GF_10380,103.1513717
GF_14094,32.03023666
GF_12386,41.81415939
GF_333,33.14783138
GF_401,108.2672404
GF_12588,124.3090835
GF_2237,19.54492745
GF_1144,100.304119
GF_23182,104.1428806
GF_1148,70.64643587
GF_13750,68.64864153
GF_13776,153.9425824
GF_5815,105.948543
GF_14894,74.19602473
GF_12919,27.02279906
GF_4220,104.4494829
GF_23840,96.73089865
GF_10803,45.30167306
GF_10802,104.034922
GF_11734,60.36998513
GF_34,35.26481703
GF_7134,96.61767072
GF_4498,84.21627599
GF_5566,55.02606911
GF_15850,127.7601768
GF_7509,61.68350125
