record_ID,units_sold
212645,25.49644924974235
212646,22.27416914483448
212647,32.114305723754676
212648,33.665337647956285
212649,17.048597185314275
212653,26.576903441681566
212654,40.79337955715576
212657,27.940532296903264
212658,17.068964512867407
212661,179.3956651732549
212662,103.77355852262329
212663,51.0244216868915
212666,82.44762066252203
212667,94.10130922034335
212668,112.50403756443943
212671,57.80137058450057
212672,108.79477024277996
212673,69.39820590537832
212674,381.92796562254387
212675,24.11233592708271
212676,12.24254636903294
212677,84.59812666446287
212678,57.58225601906399
212679,53.908440149679976
212681,50.09132393624253
212682,79.23801233430015
212683,33.24720775687211
212686,92.48363864281077
212687,84.15338413026281
212688,29.461280274583412
212689,5.403919732038739
212691,26.240662892528142
212692,53.03474743036111
212693,45.64443908669987
212694,52.4533241381439
212695,49.69841128133818
212696,49.87642981173361
212697,87.73234397553104
212698,36.1617104014968
212699,221.12692807357362
212700,22.037933307716802
212701,15.159792987675408
212702,46.1662223204507
212703,47.41084504807636
212704,33.914063599939084
212705,33.30082811914517
212706,38.696104641920904
212707,52.05089768794259
212709,5.904428563664172
212710,20.544256392696187
212711,34.376167614476216
212712,36.443896558801455
212713,31.920177310386986
212716,35.270818308175436
212717,35.060454196422334
212718,22.270637685361447
212719,25.164279479099967
212721,86.6449839898826
212722,28.097839181199085
212723,130.84904238541662
212724,11.838310715829135
212725,5.431831145980472
212727,36.343908622733515
212728,63.33501242086005
212729,36.57660878110566
212731,37.92064330563087
212732,50.18952893518956
212734,3.416501351273754
212735,0.8380204237051313
212736,4.991318826890415
212737,248.04687641810165
212738,212.30174788035256
212739,58.17516950480615
212740,25.579184582931244
212742,84.31094663476372
212743,107.85181381803905
212744,227.88803742773834
212748,256.95443496972257
212749,99.08267394850006
212750,507.3235088403576
212751,55.63007482577914
212752,29.611972556501144
212754,117.5563966035608
212755,89.35686140776652
212756,81.0694169846773
212757,58.42820054325604
212758,73.39364071610831
212759,134.0543707479501
212760,14.021858419090956
212761,106.18571728014054
212763,12.634755087103105
212764,102.07720898112606
212765,84.8706883732001
212767,51.883632742926565
212768,59.136790034338254
212769,59.31784324235885
212772,50.36821029703354
212773,77.84773363113065
212774,33.978238616339596
212775,200.3244919453303
212776,13.314862526536412
212777,4.961303616385176
212778,51.5677231524797
212779,37.92553285426671
212782,46.61072997966882
212783,63.49599905581854
212787,214.59061196246716
212788,124.50053887862467
212789,69.06556011614286
212790,20.941039597918586
212792,102.60802507458413
212793,113.93108753050562
212794,132.05642680003638
212796,147.08329868493928
212797,176.42840393371625
212798,349.5825085005207
212799,29.412154157250292
212800,14.554347704758154
212802,99.54425580929603
212803,79.28167119129292
212805,55.6031722813762
212806,70.30634201601562
212807,105.07874983919194
212809,40.47743211689655
212812,38.03051833753456
212816,16.328107112830484
212817,29.10509600776428
212818,37.151568902016194
212819,22.204279857157957
212820,22.894335275169585
212821,37.1884374942347
212822,61.202300011827674
212823,25.610318451166144
212824,107.69138890090012
212825,18.548506304386713
212826,9.170088333144442
212828,44.720383926209045
212829,56.396214909417154
212830,31.939601103572574
212831,36.437581836757815
212832,40.458282490388946
212833,55.81578033307771
212834,33.48574907921669
212835,26.335249073006885
212837,8.271385547996813
212838,20.20809768885934
212839,26.010425603404883
212840,30.686249518358544
212843,49.91109340561006
212844,16.97611090730146
212845,96.01436789790495
212846,18.06561933787119
212849,35.38008660616099
212850,23.86941882417846
212853,44.448066251614264
212856,39.72736813363759
212857,24.740404194767645
212860,21.293566449038217
212861,42.28660819625179
212862,47.529359175082064
212863,14.861775159204413
212866,114.31462821382607
212867,44.76322238615804
212868,204.37884084834192
212869,36.85656837767638
212870,30.650782647465753
212872,49.181862473550254
212873,71.43619171513083
212874,35.07796490315823
212875,36.402623997440195
212876,45.69599996768163
212877,49.91489382110647
212879,17.32345920772911
212880,30.643797054870426
212881,29.974087531965154
212884,14.262057228950805
212885,30.48682529378386
212886,17.442998766063667
212888,16.604390344334327
212889,41.62350549739304
212890,18.243761725407882
212891,108.84085735261183
212892,22.671634950667706
212893,31.309545033327744
212896,39.77053670855747
212899,4.456617176242665
212900,13.708115388898491
212901,25.864510103097977
212902,18.964850554726382
212903,17.81369143465547
212905,35.88283093619361
212906,13.854292569267466
212907,98.758474361363
212910,26.470438214826743
212911,22.934196804300292
212914,24.56152060001819
212915,115.37169209633112
212916,80.85231866677074
212917,37.312370571496345
212919,43.616256245980765
212920,58.36525049494594
212921,83.13558408688499
212924,69.03452938554152
212925,49.00533526357679
212926,286.16639841798695
212927,11.370535529721199
212929,72.34769538528752
212930,85.30056780240518
212931,27.488963020038035
212932,74.3978318196868
212933,69.20605452826085
212934,79.21030578325092
212935,15.079994861269588
212936,69.75077101651542
212937,69.87139585532206
212938,25.15825106907161
212940,49.87421414510552
212941,46.749132138613255
212942,35.12347939623203
212946,55.99072468237411
212947,54.026035450238375
212948,157.75775583144727
212949,51.377921906078065
212950,71.0951301909754
212951,48.84748537384884
212952,55.4913876522795
212954,76.03569269439444
212955,30.029320840505655
212956,28.636636899902488
212959,19.45873581895907
212960,26.99138048831483
212964,76.60376868774145
212965,27.382068267357873
212966,149.23855539753836
212967,28.421488817472806
212968,14.7106154729233
212969,37.96485812307029
212970,51.66705646259038
212971,26.92184676746145
212973,26.39774332734201
212974,40.22704616646696
212977,52.888260161820014
212978,53.256784124071416
212979,25.458239975992324
212981,22.75913142171852
212982,38.27343567532404
212983,42.23219602986334
212984,49.12729913397176
212985,50.00147704708459
212986,55.19306345266415
212987,110.74488934984004
212988,33.40908147830193
212989,253.34897138363584
212990,27.540605890654945
212991,23.31879076233766
212993,50.580933836259774
212994,54.68815685354916
212995,41.90888319741714
212996,44.283471428094494
212997,45.62293514468055
212998,62.545733904132724
212999,7.548783311344233
213001,13.317774697537695
213002,11.72351522002679
213006,14.547678555139345
213007,23.93441823777853
213011,27.08008044776951
213012,12.745985331116099
213013,102.8935926823885
213016,25.580443369689235
213017,13.258708660848768
213020,26.58384370231189
213021,154.91854627698302
213022,101.02549524114467
213023,74.49579797591805
213025,56.80468033591701
213026,53.5369868710124
213027,84.33486788724538
213031,107.2482651477449
213032,53.74720935052479
213033,266.56327153549535
213034,27.71575444174038
213035,19.192179531714938
213036,66.40281326034805
213037,67.14487703303682
213038,60.705167993309104
213039,25.992080459433698
213040,40.24288410844777
213041,71.39991929902365
213043,22.591841774476677
213048,141.9122784022764
213049,92.56818529549605
213050,45.703333107399686
213053,72.8380741150113
213054,78.09648107252231
213055,99.15176809529336
213056,48.78644359706492
213059,80.5397276638088
213060,54.22785923393597
213061,352.2479386946259
213064,71.3152878449701
213065,52.4359028399826
213066,48.53243162107494
213068,70.0462293986223
213069,101.00337559903055
213070,28.588041627313505
213072,69.30146420286002
213073,61.99640340325659
213074,31.602940613127366
213076,22.55916342382096
213077,38.250820729634036
213078,57.85084589982752
213079,24.632062237835473
213080,25.111656695641678
213081,27.14298515241041
213082,90.56287009216142
213083,27.76622171874332
213084,197.77636184971965
213085,25.309949073638354
213086,25.531261234702615
213087,42.91168573855617
213088,64.43940974571818
213089,36.95045979264379
213090,40.2995213409863
213091,49.242127272074036
213092,61.06492196323735
213093,5.837480729762657
213094,12.90537511119443
213096,14.595328568961282
213097,25.48886471397251
213098,22.658050168141152
213100,12.336537908270941
213101,23.72306670419851
213102,35.08113435365145
213103,26.67919162719273
213105,36.82984874452819
213106,53.02079890385623
213107,19.944704446295667
213108,95.67437555880466
213109,29.55184516275848
213110,44.48626601190999
213111,21.113330888944198
213113,41.454491573835604
213114,45.02713784204822
213115,9.597837950202244
213123,41.378541798562395
213127,80.38823098257383
213128,46.08680331183387
213129,27.115173215377705
213131,36.09509961592029
213132,43.8251888666484
213133,46.58092203309236
213135,70.81321569970271
