date_time,traffic_volume
2017-05-18,1694.030203
2017-05-18,1807.844002
2017-05-18,2094.67393
2017-05-18,2559.746113
2017-05-18,2395.941506
2017-05-18,2187.636799
2017-05-18,1774.74747
2017-05-18,1673.53385
2017-05-18,2242.143702
2017-05-18,2182.858012
2017-05-18,2024.568318
2017-05-18,1512.477708
2017-05-18,1675.870467
2017-05-18,1535.648074
2017-05-18,1333.096813
2017-05-18,2085.305493
2017-05-18,1142.706352
2017-05-18,1668.225735
2017-05-18,1818.939142
2017-05-18,1938.115213
2017-05-18,1403.640258
2017-05-18,1927.101601
2017-05-18,1749.343824
2017-05-18,1890.126233
2017-05-18,1994.492566
2017-05-18,1940.063385
2017-05-18,2060.558018
2017-05-18,2190.330788
2017-05-18,2082.69141
2017-05-18,1727.599882
2017-05-18,1797.013621
2017-05-18,1995.791926
2017-05-18,2028.703203
2017-05-18,2023.748322
2017-05-18,1889.297844
2017-05-18,2009.182721
2017-05-18,2261.08773
2017-05-18,2024.714195
2017-05-18,2293.258934
2017-05-18,1805.112218
2017-05-18,2506.499224
2017-05-18,1371.178704
2017-05-19,1517.395591
2017-05-19,1149.178152
2017-05-19,1878.595758
2017-05-19,1633.291584
2017-05-19,1704.576636
2017-05-19,2023.009604
2017-05-19,1807.266117
2017-05-19,2141.834515
2017-05-19,2409.067566
2017-05-19,1928.85363
2017-05-19,1964.724405
2017-05-19,2037.361643
2017-05-19,1305.972641
2017-05-19,1266.23142
2017-05-19,1789.564782
2017-05-19,1590.64472
2017-05-19,2355.489654
2017-05-19,1415.116109
2017-05-19,2361.343935
2017-05-19,1913.333532
2017-05-19,1894.249063
2017-05-19,1740.774738
2017-05-19,411.5691911
2017-05-19,2292.446248
2017-05-20,2265.904065
2017-05-20,1919.071647
2017-05-20,1417.526912
2017-05-20,1380.968101
2017-05-20,1781.556207
2017-05-20,1851.403447
2017-05-20,2109.061779
2017-05-20,2091.321206
2017-05-20,2186.772766
2017-05-20,1911.249308
2017-05-20,2274.968813
2017-05-20,1997.555249
2017-05-20,1869.418412
2017-05-20,2899.856993
2017-05-20,1998.703253
2017-05-20,1934.206464
2017-05-20,2105.095017
2017-05-20,1908.786041
2017-05-20,1708.588313
2017-05-20,1936.53606
2017-05-20,2031.983664
2017-05-20,2312.202194
2017-05-20,1637.937391
2017-05-20,2101.373257
2017-05-20,1603.17305
2017-05-20,1754.110131
2017-05-20,1635.232029
2017-05-20,1432.400634
2017-05-20,1518.237171
2017-05-20,1620.53812
2017-05-20,1569.585794
2017-05-20,1347.032342
2017-05-20,1862.938172
2017-05-20,1315.688907
2017-05-20,746.9965028
2017-05-20,761.5574725
2017-05-20,800.3572957
2017-05-20,1360.180001
2017-05-20,1403.401837
2017-05-20,1887.138037
2017-05-20,1803.515798
2017-05-20,1313.348097
2017-05-20,1320.672277
2017-05-20,2122.329411
2017-05-20,1930.23095
2017-05-20,2099.424075
2017-05-21,1556.562116
2017-05-21,1921.923091
2017-05-21,1366.952771
2017-05-21,1921.884016
2017-05-21,2072.418323
2017-05-21,2504.766754
2017-05-21,1110.793798
2017-05-21,2189.477184
2017-05-21,1418.182554
2017-05-21,2452.888107
2017-05-21,2242.737136
2017-05-21,2183.378565
2017-05-21,2844.3259
2017-05-21,2676.472907
2017-05-21,1669.314848
2017-05-21,2143.746177
2017-05-21,1745.397456
2017-05-21,1499.507554
2017-05-21,1693.285733
2017-05-21,1742.92898
2017-05-21,1583.591634
2017-05-21,1558.623986
2017-05-21,1521.317221
2017-05-21,1913.935753
2017-05-21,1659.872483
2017-05-21,2023.101435
2017-05-21,1431.394243
2017-05-21,1886.55138
2017-05-21,2130.565393
2017-05-21,2006.23673
2017-05-21,1942.74025
2017-05-21,1721.509402
2017-05-21,2053.01215
2017-05-21,1899.331535
2017-05-21,2191.234221
2017-05-21,2365.506194
2017-05-21,1919.672265
2017-05-21,1907.31921
2017-05-21,1581.254685
2017-05-21,1406.494674
2017-05-21,1602.170166
2017-05-21,1715.224448
2017-05-21,2392.277242
2017-05-21,2153.224894
2017-05-21,1989.277579
2017-05-21,1299.288868
2017-05-21,1884.609023
2017-05-21,2347.773
2017-05-21,2009.942795
2017-05-21,1937.112748
2017-05-21,1316.10931
2017-05-21,2034.869801
2017-05-21,2109.905149
2017-05-21,2315.891476
2017-05-21,2388.869969
2017-05-22,1537.350996
2017-05-22,2145.406735
2017-05-22,2596.678558
2017-05-22,1633.265042
2017-05-22,2165.722818
2017-05-22,2383.018899
2017-05-22,2441.902159
2017-05-22,2423.596383
2017-05-22,2216.577902
2017-05-22,1929.924366
2017-05-22,1931.415776
2017-05-22,2345.654672
2017-05-22,2440.235071
2017-05-22,2507.612293
2017-05-22,3158.609328
2017-05-22,3763.944741
2017-05-22,2435.440895
2017-05-22,3479.900607
2017-05-22,3565.865181
2017-05-22,3596.278114
2017-05-22,3535.318034
2017-05-22,3557.302565
2017-05-22,2631.300429
2017-05-22,2331.918996
2017-05-22,2386.619418
2017-05-22,1722.430302
2017-05-23,1718.804971
2017-05-23,1429.062231
2017-05-23,1867.292965
2017-05-23,1610.556446
2017-05-23,1654.619093
2017-05-23,2026.065551
2017-05-23,1464.285789
2017-05-23,2222.303617
2017-05-23,1581.204222
2017-05-23,1820.242588
2017-05-23,2499.199645
2017-05-23,1682.098498
2017-05-23,2086.583982
2017-05-23,1771.137731
2017-05-23,1963.080987
2017-05-23,1904.605398
2017-05-23,1960.821725
2017-05-23,2288.122997
2017-05-23,2890.207316
2017-05-23,2839.180085
2017-05-23,2432.508784
2017-05-23,3009.123327
2017-05-23,3030.299887
2017-05-23,2446.701178
2017-05-23,2056.776657
2017-05-23,1258.388731
2017-05-23,2165.777376
2017-05-24,1701.899908
2017-05-24,1938.737267
2017-05-24,1655.233281
2017-05-24,2414.611266
2017-05-24,2403.719084
2017-05-24,1592.549158
2017-05-24,1530.280857
2017-05-24,2008.832953
2017-05-24,1801.562395
2017-05-24,2412.420698
2017-05-24,2370.360814
2017-05-24,2138.264919
2017-05-24,2763.775367
2017-05-24,2625.401238
2017-05-24,2353.439078
2017-05-24,2369.234529
2017-05-24,3399.64563
2017-05-24,3760.315379
2017-05-24,3602.34894
2017-05-24,3454.954767
2017-05-24,3519.081778
2017-05-24,3065.206386
2017-05-24,2358.111766
2017-05-24,2405.255652
2017-05-25,2843.084147
2017-05-25,2585.909243
2017-05-25,2924.863435
2017-05-25,1845.246236
2017-05-25,748.5495527
2017-05-25,848.2109918
2017-05-25,701.2695769
2017-05-25,1014.225849
2017-05-25,772.33916
2017-05-25,996.7523352
2017-05-25,1095.807275
2017-05-25,1887.468128
2017-05-25,3831.10763
2017-05-25,3645.86243
2017-05-25,3428.621985
2017-05-25,3674.230925
2017-05-25,3928.929498
2017-05-25,4206.791567
2017-05-25,3799.12828
2017-05-25,4616.7436
2017-05-25,4180.882082
2017-05-25,4420.627038
2017-05-25,3694.360595
2017-05-25,3950.140019
2017-05-25,3744.968684
2017-05-25,3603.708117
2017-05-26,3328.37101
2017-05-26,4135.154382
2017-05-26,3539.349677
2017-05-26,3562.91331
2017-05-26,3736.747599
2017-05-26,2638.678986
2017-05-26,2168.156213
2017-05-26,3500.521301
2017-05-26,4673.109251
2017-05-26,3382.855922
2017-05-26,3770.844693
2017-05-26,4380.594389
2017-05-26,4658.769085
2017-05-26,4531.60901
2017-05-26,4539.075636
2017-05-26,4577.22202
2017-05-26,4440.256178
2017-05-26,4970.472942
2017-05-26,5073.695658
2017-05-26,3853.096256
2017-05-26,4790.524549
2017-05-26,3923.432467
2017-05-26,3453.25736
2017-05-26,2724.27054
2017-05-27,2018.5198
2017-05-27,1596.656061
2017-05-27,1220.193819
2017-05-27,1009.787799
2017-05-27,875.1055436
2017-05-27,941.9264405
2017-05-27,930.3562125
2017-05-27,2079.095173
2017-05-27,2076.381452
2017-05-27,3189.906053
2017-05-27,2439.912397
2017-05-27,4411.557572
2017-05-27,3203.231841
2017-05-27,3825.762205
2017-05-27,4768.39979
2017-05-27,5554.51229
2017-05-27,3537.399657
2017-05-27,3433.10831
2017-05-27,4698.221111
2017-05-27,4495.444697
2017-05-27,3960.788397
2017-05-27,3957.922479
2017-05-27,2857.846037
2017-05-27,2800.596631
2017-05-28,2796.367361
2017-05-28,2583.335736
2017-05-28,2400.465549
2017-05-28,2132.806424
2017-05-28,1844.242066
2017-05-28,1347.335169
2017-05-28,2336.347363
2017-05-28,1350.080578
2017-05-28,1753.152406
2017-05-28,2919.253007
2017-05-28,4015.054852
2017-05-28,3851.303176
2017-05-28,3921.335044
2017-05-28,4189.872448
2017-05-28,4321.692995
2017-05-28,4617.307373
2017-05-28,3839.17237
2017-05-28,3588.403866
2017-05-28,3665.70502
2017-05-28,3064.649998
2017-05-28,4563.669858
2017-05-28,3811.874446
2017-05-28,2258.109385
