0,1,2,3
0.001123613168626946,0.02385678726277111,0.026353018886141798,0.94866658068246
0.02927751196309903,0.021937711195794594,0.8650429391577115,0.08374183768339467
0.006871664374703125,0.007178679105896801,0.9198133553347381,0.0661363011846619
0.0008936637858483236,0.03267659287574766,0.035199190014390515,0.9312305533240137
0.008523612284655601,0.009883426391447207,0.9266836053725056,0.05490935595139138
0.005162732942719167,0.0043613804434157735,0.955593061340705,0.03488282527316008
0.008408128967622611,0.008632811152393742,0.8265560074978364,0.15640305238214722
0.0078060309111271904,0.0033827024128110957,0.951143805420984,0.03766746125507782
0.002742048939666238,0.002696446159483891,0.9478484059135235,0.046713098987326375
0.0012442413882359678,0.022861824690624345,0.034816396813869596,0.94107753710727
0.002171295134444174,0.09753031511797802,0.03483222396595076,0.8654661657816268
0.0007526578863035346,0.011639048653159059,0.014560403138073824,0.9730478903224634
0.007874107132114104,0.003251667781962747,0.9515851755240241,0.03728904956189908
0.0008518443952464736,0.01404751304459478,0.022746534992578248,0.9623541075675807
0.0126524218917223,0.004590786695542489,0.9254242164597892,0.05733257495294604
0.11269049138867741,0.013801032712694127,0.8227881253318012,0.05072035056682721
0.006062554237451338,0.004848112422846209,0.9327129099970589,0.05637642334264357
0.0011518854435247695,0.7219413072850485,0.03799274196680708,0.23891406530461956
0.003266084199392758,0.5968192628353691,0.05352746497549913,0.34638718798973916
0.012718017153915928,0.026620769555178076,0.903580935591514,0.05708027769939185
0.0015624044334532372,0.0034503059741683973,0.9643748778220391,0.03061241177033925
0.00386817780372741,0.013121089387287163,0.9304292243264088,0.05258150848257672
0.002003771549578291,0.11621927494207203,0.052565334190259494,0.8292116193180901
0.0011049975218204607,0.02295223261481387,0.030910155190291687,0.9450326146730739
0.001111123051565729,0.03927825060024219,0.02658960393899535,0.9330210224091967
0.026217169216059218,0.02244690727640976,0.8983215874595333,0.05301433604799778
0.0028807956715736077,0.0035174897626589637,0.9653323263478437,0.028269388217923574
0.003193284256928921,0.006788081483234657,0.9356418219817764,0.054376812278060085
0.005243795428770088,0.006129953975312905,0.9087926475394582,0.07983360305645883
0.0009696019196157839,0.015258265172741644,0.026130987691753926,0.9576411452158886
0.016533598284939974,0.007608620351888642,0.9510990859249911,0.024758695438180198
0.013870490202199682,0.00326925127319286,0.9547689301744832,0.028091328350124196
0.014237141569808603,0.015786510437122002,0.9354494739006226,0.03452687409244662
0.0008863407675047915,0.028901796346297942,0.027543442812847818,0.9426684200733494
0.3372092070507562,0.013931143429494313,0.5804668749800521,0.06839277453969743
0.0044285431389241275,0.0031118150533191082,0.9422246168968588,0.050235024910898186
0.0014506299731821739,0.09320372692565057,0.03525346417598181,0.8700921789251854
0.019261134042652155,0.07113415963585537,0.8663634673303966,0.04324123899109581
0.000906070649907777,0.0651643112894397,0.022506594119759617,0.9114230239408929
0.005757875427032305,0.010322762983691064,0.7587347829301404,0.2251845786591363
0.0018646413684563963,0.1485171048523391,0.04607352655654084,0.8035447272226636
0.06092096619836244,0.06464153821556959,0.6430782629847012,0.23135923260136707
0.003562969716314788,0.01837698547838764,0.9505994255786424,0.02746061922665548
0.004896820854908682,0.009669459667505797,0.9462989996976523,0.03913471977993323
0.05299576497564473,0.0055093397836459635,0.8915813125489251,0.04991358269178426
0.039105422410050404,0.006945373636816096,0.9193103884323162,0.034638815520817365
0.002015818235093997,0.15003659084065757,0.03501302127455784,0.8129345696496906
0.00631305887683153,0.003845348416986948,0.9688805794328521,0.02096101327332932
0.010228388744356658,0.004979115742865173,0.9514491704231085,0.0333433250896697
0.011331782879084703,0.03820324208798119,0.7819665013211535,0.1684984737117805
0.007073111550724419,0.008510879137261469,0.925600335595657,0.058815673716356986
0.000889843557953206,0.0121127889797939,0.023179616765058843,0.9638177506971941
0.004469927475002965,0.0083924154147581,0.9450037435664521,0.04213391354378691
0.0010453165943514779,0.052267545265521353,0.02575912426308377,0.9209280138770435
0.00594574722219735,0.004406796823748149,0.9609289472288258,0.028718508725228582
0.0025100477302160617,0.04390749562416569,0.030652694144264005,0.9229297625013542
0.008056946315366725,0.00915864504419182,0.9555860996147484,0.027198309025693007
0.0029829186839303847,0.00359584630931601,0.9448364926935178,0.0485847423132358
0.003039119747943156,0.05207665121131334,0.06231084227142732,0.8825733867693163
0.007218087826679535,0.008720096081999175,0.8757558497421851,0.10830596634913629
0.0012845330788748871,0.04422469290612089,0.034318181414666665,0.9201725926003375
