0,1,2,3
0.001449097,0.023851312,0.025776116,0.948923476
0.029203006,0.019608777,0.869360317,0.0818279
0.007968106,0.007559954,0.917399827,0.067072112
0.001545473,0.034465815,0.035071386,0.928917326
0.008648982,0.010546961,0.929302438,0.051501619
0.00827112,0.007105872,0.944738601,0.039884407
0.009678187,0.008418574,0.823979458,0.157923781
0.009569111,0.004594643,0.944147532,0.041688715
0.003504642,0.003351488,0.943285358,0.049858512
0.001710448,0.023797829,0.035283892,0.939207831
0.003012069,0.117790569,0.037239595,0.841957766
0.00115478,0.012216057,0.014563592,0.972065572
0.009036313,0.003667942,0.947837041,0.039458705
0.001434325,0.017269866,0.022486923,0.958808887
0.014359704,0.005554296,0.909813149,0.070272851
0.103374427,0.015962765,0.81878564,0.061877168
0.005980966,0.005129397,0.93559338,0.053296256
0.00193073,0.689678872,0.038061272,0.270329127
0.004386085,0.58577478,0.055798961,0.354040174
0.016465087,0.027754697,0.899712484,0.056067732
0.003743662,0.004369065,0.953315279,0.038571993
0.004101697,0.013016805,0.927103185,0.055778313
0.002932501,0.140184579,0.052273705,0.804609215
0.001800148,0.029929576,0.030861016,0.937409261
0.001758307,0.041262384,0.029473798,0.927505511
0.025463736,0.022277215,0.891160335,0.061098714
0.00392972,0.003999097,0.961430891,0.030640292
0.006319332,0.008179983,0.934752797,0.050747888
0.005734001,0.007322431,0.902231566,0.084712002
0.001754563,0.029707875,0.027349133,0.94118843
0.019537801,0.009112804,0.946323048,0.025026346
0.013007665,0.003656664,0.953861091,0.029474579
0.019033304,0.015628376,0.926329901,0.039008419
0.001760879,0.040068928,0.030097616,0.928072577
0.287749987,0.014520363,0.627192119,0.070537532
0.005321275,0.003534369,0.937232299,0.053912057
0.002175981,0.100563116,0.036444853,0.860816051
0.021171005,0.073805433,0.858896525,0.046127036
0.001738497,0.067703653,0.024794746,0.905763104
0.006486603,0.010229668,0.765317707,0.217966023
0.002603482,0.139879708,0.051324053,0.806192758
0.064296493,0.063058752,0.661103144,0.211541611
0.004353675,0.023593625,0.935078768,0.036973932
0.007615647,0.010063011,0.942939632,0.03938171
0.046820076,0.006280664,0.897507724,0.049391537
0.043587738,0.00786049,0.911805366,0.036746406
0.002775243,0.148090507,0.037319025,0.811815225
0.007158121,0.004677132,0.965814518,0.022350227
0.010939026,0.005165405,0.950438775,0.033456794
0.011415437,0.038795866,0.79247406,0.157314637
0.009923579,0.009913942,0.922360915,0.057801564
0.001408085,0.015873496,0.024141899,0.958576522
0.005515233,0.0089964,0.943179823,0.042308544
0.001490533,0.051045175,0.026160429,0.921303862
0.00719356,0.006780309,0.939930392,0.04609574
0.003787547,0.057015853,0.032173539,0.907023062
0.008630651,0.008996161,0.954716177,0.027657011
0.004276649,0.004869584,0.940191693,0.050662074
0.004167149,0.058196706,0.071735194,0.865900951
0.007964129,0.008785143,0.880129453,0.103121274
0.00248177,0.055208345,0.036483198,0.905826687
0.007985367,0.006751894,0.937506527,0.047756211
0.003131822,0.173151422,0.037261452,0.786455305
0.002719107,0.00350403,0.969209598,0.024567265
0.006558472,0.133433248,0.071802199,0.788206082
0.010153522,0.004875852,0.961448443,0.023522183
0.016419549,0.004288467,0.951473989,0.027817994
0.058661937,0.092983322,0.758084512,0.090270229
0.016016382,0.025543491,0.893318612,0.065121516
0.005860409,0.140258582,0.059618062,0.794262947
0.004018339,0.003312507,0.951613082,0.041056073
0.008675744,0.032299011,0.858006676,0.10101857
0.008021501,0.004260767,0.966787907,0.020929824
0.012834019,0.008372865,0.935063537,0.043729579
0.003239324,0.112794291,0.045341376,0.83862501
0.008911244,0.006561325,0.944169518,0.040357913
0.005592003,0.008108059,0.881765407,0.104534531
0.003376113,0.318582566,0.055136919,0.622904403
0.004848063,0.238828568,0.072756047,0.683567322
0.006258507,0.010968733,0.953670344,0.029102416
0.014989433,0.007978283,0.904125574,0.07290671
0.003998437,0.00470011,0.953468207,0.037833247
0.002396559,0.133055049,0.030437715,0.834110678
0.003207055,0.007798493,0.88717796,0.101816492
0.002247516,0.048339951,0.044005923,0.90540661
0.001401433,0.015251987,0.025195407,0.958151173
0.009325341,0.011399922,0.941541604,0.037733132
0.001723779,0.022565087,0.026042218,0.949668915
0.0060175,0.012499563,0.956851896,0.024631041
0.004620494,0.304752725,0.061170349,0.629456432
0.005105208,0.006602552,0.966971676,0.021320565
0.006391982,0.003716405,0.942940372,0.046951241
0.003356201,0.002768387,0.967971264,0.025904148
0.006666849,0.006794066,0.957834186,0.028704899
0.001330738,0.02076525,0.017734647,0.960169365
0.02490812,0.004930548,0.927794373,0.042366958
0.004966575,0.004092148,0.936929674,0.054011603
0.001940459,0.05235979,0.029066342,0.91663341
0.014876547,0.008003217,0.907539148,0.069581088
0.00298723,0.051756128,0.052865607,0.892391035
0.011687762,0.007048632,0.924800201,0.056463406
0.03988634,0.004324172,0.921747954,0.034041533
0.00469465,0.003287688,0.967649297,0.024368364
0.001063024,0.008999659,0.015947159,0.973990158
0.033117172,0.008115112,0.842812011,0.115955706
0.019779214,0.619981003,0.068820563,0.291419221
0.002190449,0.031525347,0.054285525,0.91199868
0.003165939,0.046997605,0.038252077,0.911584379
0.001032045,0.0096427,0.014776003,0.974549253
0.004683965,0.009524214,0.93901615,0.046775671
0.001386011,0.013206743,0.028719753,0.956687494
0.0016968,0.021530807,0.027648665,0.949123728
0.013578614,0.01047422,0.90272724,0.073219927
0.004948144,0.003504196,0.952248609,0.039299051
0.01001752,0.026856297,0.881322178,0.081804005
0.005515602,0.00842106,0.824463262,0.161600076
0.030036536,0.013191964,0.828585108,0.128186393
0.00569493,0.009123036,0.947954481,0.037227554
0.006259701,0.085670045,0.033687298,0.874382955
0.00211052,0.007377922,0.957664572,0.032846986
0.00179168,0.019054417,0.04330678,0.935847124
0.003703227,0.003174371,0.962292374,0.030830028
0.009578358,0.004440407,0.963150059,0.022831176
0.003361537,0.32376786,0.032853752,0.640016852
0.004830943,0.074056549,0.033663344,0.887449164
0.001504879,0.013509639,0.021558719,0.963426763
0.015624242,0.008812504,0.909648311,0.065914944
0.003359017,0.644514152,0.038450257,0.313676574
0.001962144,0.055377293,0.035163557,0.907497006
0.038986661,0.008095914,0.876127075,0.076790351
0.015548315,0.008168571,0.906972636,0.069310478
0.009154979,0.131927032,0.060922049,0.797995939
0.006804039,0.013314665,0.848648177,0.13123312
0.007338324,0.156244376,0.052819007,0.783598293
0.044961758,0.014001975,0.895728086,0.045308181
0.005442526,0.470775098,0.076720596,0.44706178
0.012492529,0.014933121,0.944142425,0.028431926
0.005583304,0.004247454,0.973233189,0.016936053
0.01530675,0.004654009,0.956076837,0.023962404
0.003337277,0.447629645,0.056119976,0.492913103
0.011567894,0.007421565,0.957067694,0.023942847
0.002047013,0.077881292,0.036558875,0.883512821
0.009569074,0.011875482,0.919071753,0.059483692
0.013420601,0.007680467,0.908459912,0.07043902
0.003471807,0.003522433,0.961819237,0.031186524
0.003041185,0.002700787,0.975915374,0.018342653
0.017629283,0.018225067,0.708601314,0.255544337
0.014988999,0.015425985,0.87987691,0.089708106
0.007646581,0.005233845,0.923737673,0.063381901
0.004202529,0.004861394,0.927270207,0.06366587
0.018773229,0.011506203,0.9308593,0.038861268
0.007811147,0.013096752,0.912352287,0.066739813
0.001909134,0.083515792,0.031919445,0.882655629
0.003277846,0.389974248,0.051307799,0.555440107
0.00499729,0.004332255,0.949155217,0.041515239
0.003017063,0.141727934,0.043210254,0.812044749
0.007046637,0.009995415,0.959793605,0.023164343
0.006079242,0.003351554,0.962193546,0.028375659
0.031161343,0.006638826,0.893111071,0.06908876
0.012495324,0.004917549,0.940396114,0.042191014
0.002212394,0.041515738,0.035371437,0.920900431
0.003216039,0.022265983,0.023632808,0.95088517
0.014959271,0.004047306,0.925640314,0.055353109
0.00157423,0.100463445,0.023232521,0.874729804
0.004020044,0.004282392,0.970541514,0.021156051
0.001978264,0.00328231,0.97078462,0.023954806
0.046048798,0.010431301,0.887679437,0.055840464
0.019815189,0.007534515,0.924854592,0.047795705
0.011066385,0.005214506,0.956189719,0.027529389
0.003184796,0.006305366,0.929432794,0.061077043
0.007132788,0.009672901,0.934608588,0.048585723
0.00786413,0.007303293,0.943761166,0.04107141
0.022112822,0.030300445,0.874510226,0.073076507
0.002410453,0.05310444,0.06013502,0.884350087
0.018078049,0.010622033,0.941979674,0.029320245
0.001150274,0.008157613,0.021978625,0.968713487
0.026673483,0.034294801,0.859413825,0.079617891
0.009376851,0.010326644,0.939042711,0.041253794
0.003666236,0.103506855,0.050012332,0.842814577
0.010317541,0.006028157,0.851626347,0.132027955
0.001363969,0.027315238,0.019657831,0.951662961
0.003898155,0.004513134,0.957529286,0.034059424
0.004351522,0.13403279,0.102663176,0.758952512
0.005692964,0.003440085,0.962802979,0.028063972
0.001846959,0.003148893,0.971305954,0.023698195
0.0051257,0.170891057,0.042205718,0.781777525
0.008804958,0.011238749,0.795884098,0.184072194
0.011132761,0.004961902,0.947808874,0.036096462
0.001645247,0.065499858,0.027491078,0.905363817
0.005941612,0.009398932,0.846431058,0.138228398
0.004199159,0.004363513,0.943971954,0.047465373
0.013229471,0.259965901,0.071097226,0.655707402
0.002595581,0.07390584,0.046654033,0.876844545
0.003243226,0.003773132,0.951490867,0.041492775
0.019609166,0.468170847,0.100967345,0.411252642
0.001467764,0.036352081,0.02350139,0.938678765
0.001596379,0.01617472,0.025987228,0.956241673
0.001449708,0.022445876,0.018664082,0.957440334
0.00425141,0.261660287,0.109147773,0.624940531
0.007004678,0.014096559,0.910281409,0.068617354
0.007628112,0.017981147,0.814171396,0.160219345
0.003509881,0.007492448,0.944029083,0.044968589
0.009024573,0.551387606,0.070219802,0.369368019
0.009348062,0.007739452,0.929498427,0.05341406
0.007757089,0.030340806,0.912543395,0.04935871
0.011930278,0.052229431,0.886220501,0.049619789
0.003534987,0.10730104,0.051078697,0.838085276
0.001247336,0.015113191,0.018755449,0.964884024
0.002630573,0.004363435,0.970276275,0.022729717
0.005140263,0.4037771,0.072904471,0.518178166
0.144818529,0.010534387,0.768577099,0.076069986
0.019473999,0.006264932,0.939358946,0.034902122
0.007428169,0.00432837,0.906774491,0.08146897
0.001413826,0.018278334,0.029954563,0.950353277
0.008308574,0.005286776,0.944612057,0.041792594
0.003527979,0.134279826,0.053502868,0.808689326
0.008379626,0.007552678,0.928108461,0.055959235
0.001074142,0.017746929,0.021918496,0.959260433
0.017332703,0.00855646,0.85284101,0.121269828
0.002968151,0.004644501,0.933086817,0.059300531
0.014048286,0.004182986,0.943447813,0.038320915
0.003743662,0.004369065,0.953315279,0.038571993
0.005191866,0.227278378,0.097743703,0.669786052
0.00523938,0.006048427,0.947103244,0.041608949
0.001983438,0.02510144,0.039917725,0.932997397
0.005646973,0.004126725,0.944868183,0.045358118
0.00186648,0.032554479,0.043452231,0.92212681
0.004557436,0.003944384,0.967073642,0.024424538
0.007451929,0.003946303,0.94212234,0.046479429
