Policy ID,Lapse
PID_4928TWH,0.10997611319687378
PID_KBLLEGK,0.07158921937058402
PID_90F0QA3,0.07121891637165538
PID_18F3NHF,0.07179613730001665
PID_SX4QUVO,0.08745915467300447
PID_TU5BFPR,0.0771211237116104
PID_WLKPNBI,0.07112584138368995
PID_WJJ0O09,0.07870946808846217
PID_8GYR0BI,0.10298442514312384
PID_S2LWT7E,0.07170870334010956
PID_SJMOS1D,0.07107743399262316
PID_7WCQC27,0.07106414244896805
PID_SPCQJ1K,0.07219131772727265
PID_P8VLKT7,0.09140803734113634
PID_71C0MWB,0.07106347933319825
PID_RYR0SVX,0.11576179686680049
PID_QC1RYSQ,0.07259803446269313
PID_A06YOH1,0.07219019037533234
PID_7CENWWS,0.07129996296995814
PID_RA28BWC,0.10012434940580808
PID_8G3Z646,0.09243309727684397
PID_0AOTABJ,0.072128435618448
PID_PURXM81,0.07106270425478557
PID_2OZ33GW,0.08756086209153692
PID_YPYFRUG,0.07106347933319825
PID_ZMTQ112,0.07161674282413177
PID_IGO1OBG,0.09215875176706272
PID_D5WUS3Y,0.10352487538394056
PID_K1H0CE1,0.0712617075598149
PID_IE9WGLN,0.07115064355911516
PID_TUF2RYA,0.07119618217379528
PID_RS6IVNO,0.07106347933319825
PID_Y1XLAQA,0.07106347933319825
PID_XYZF5R0,0.07226887606215471
PID_8UDWR8I,0.09848417627922967
PID_B7KWJVR,0.07116227228432129
PID_QX210WC,0.08079478760480292
PID_EY0IR7Q,0.07184630048670136
PID_CSLCV4S,0.09547858163095119
PID_9260TJI,0.07274595519224164
PID_JDUP62T,0.07116227228432129
PID_ETGO7UZ,0.07106322833328588
PID_LB7J0ZV,0.11889117612348174
PID_VK5HY24,0.07132501854461375
PID_AVXTMLL,0.08283311958642743
PID_E2937R5,0.07210490141313747
PID_X44RL44,0.07112584138368995
PID_SVY3SHN,0.08369611518322262
PID_DGNC3NK,0.11142102322216357
PID_Z2GXBKG,0.09964476409071042
PID_ZXBXQ3J,0.09713766842560137
PID_R8VTUP8,0.09082213644591783
PID_AKW9DXT,0.0719706843586068
PID_X80214X,0.11186687149414898
PID_1V02PHZ,0.07112584138368995
PID_41TIL7I,0.07209522664207763
PID_3W6KRNN,0.09504742634087389
PID_AS4LOC9,0.0728741521659247
PID_DZ6ORUI,0.09840426611822257
PID_6X98B9L,0.07138739496831582
PID_UW2GB04,0.07251803599837169
PID_6PNA9K9,0.07106347933319825
PID_723WPIR,0.10492596824752029
PID_E05BF6O,0.09112535053327178
PID_LJYXUFF,0.08116894071964682
PID_TU37QCG,0.07121891637165538
PID_VA244YE,0.07130121315920077
PID_G55RZRA,0.09458023892465553
PID_DTEGGWH,0.09308584308552349
PID_CBKRFEU,0.0830320766877779
PID_YZRYG67,0.07106447468920407
PID_7RNPY9F,0.08438570410624394
PID_590186H,0.07106347933319825
PID_GFXRHW2,0.07361182178912468
PID_D88JBQA,0.07407547901675389
PID_X3XH0ZA,0.09193982718575844
PID_VDCW79S,0.08033514176359752
PID_R13GW14,0.09340682857828814
PID_GG7CO9T,0.09131333961748776
PID_VEGETGP,0.08662043995055181
PID_FF6DBHD,0.08424808819365777
PID_K5TT3O5,0.0844927831997808
PID_7BN8ALJ,0.07145939886619147
PID_781HX4Q,0.07117086417491603
PID_VCXSGF0,0.09640409755936927
PID_WS27GNU,0.07122256595704035
PID_STX9L27,0.07106322833328588
PID_HO1Y2NJ,0.07202163266803695
PID_0HXX5KW,0.09718129720803345
PID_XKRAUZC,0.09063007601843517
PID_DHLX37E,0.0781738774065886
PID_FJSLQ6W,0.07106447468920407
PID_WSGM4P6,0.10354886667858534
PID_ZCZW28S,0.09443301316084501
PID_F5TABO9,0.07168265408475066
PID_IPBDVUD,0.11842136821775814
PID_FRM9QJL,0.07318300492704705
PID_Y34JR1M,0.07122558453598858
PID_GMJSKZ3,0.09926825058204065
PID_GU6O83P,0.07138553953909031
PID_18A5P1Y,0.07106322833328588
PID_PC2WV6R,0.0774384727306427
PID_5W6E47V,0.08417835218316928
PID_YDODZRN,0.10473040678015036
PID_C7GJCAE,0.07183125292880929
PID_1FPKPB1,0.08988876208017597
PID_TLVYNZZ,0.08390602039321983
PID_AQZ6IZ2,0.12757082737806374
PID_V8MWOBR,0.0712006068246415
PID_KXV9DX1,0.10351723093480535
PID_B1UV558,0.07325126877274529
PID_FJJ719Y,0.07193842217488843
PID_8JL8KNC,0.08745205898771616
PID_HW6IRFT,0.08481739188224327
PID_78QGJNN,0.07106270425478557
PID_PMPUN3Z,0.08654774667172532
PID_XPLW177,0.0902608397359439
PID_T34JRAI,0.07106414244896805
PID_4UON3Q9,0.07273873898841249
PID_PGV514S,0.07323277619256516
PID_QVIEPVB,0.10037781357184776
PID_9Q5BCL3,0.09136445633275124
PID_IBKC5CM,0.07112584138368995
PID_P03FBCL,0.07115164004248091
PID_6WU2P8X,0.09791023361867444
PID_9MRA6QP,0.09450967248686265
PID_HNYVZQC,0.07165467805937874
PID_8WOR273,0.07243579711536269
PID_3MPJU73,0.07123598193681703
PID_YMNSJX6,0.0968876840734504
PID_IDLEPT3,0.07115064355911516
PID_H1PRSH0,0.07172251094672367
PID_T0ICCW3,0.07116411467225495
PID_GUL7A6S,0.12129374486998133
PID_RGTLQNX,0.07117164034264131
PID_DXUFC89,0.09474918298853723
PID_VVHPH3J,0.09948274455418817
PID_QMS6A5C,0.08618069568031751
PID_6JA6757,0.07157999072874371
PID_RZT56WM,0.07130121315920077
PID_IV4VB3G,0.08219857835855342
PID_WRUW2ZM,0.11453391663080717
PID_FNVQ8XQ,0.07106270425478557
PID_9D3YC1L,0.0721784557429124
PID_7DD1CKX,0.08578864112468085
PID_QPX8USD,0.07121891637165538
PID_AAR01QI,0.09369260783057996
PID_OTZ1LDS,0.07994684425442716
PID_Y492CMU,0.09252072295328764
PID_E3FU3T1,0.0711787424578077
PID_WFQ6QEE,0.07121295243098479
PID_JDNR1QL,0.07695216968282181
PID_TZDYTQO,0.07389670213632658
PID_6A2THRH,0.11408156397941921
PID_ZSXH6OZ,0.09030680655750782
PID_FCEAADT,0.07288827248140516
PID_QL1TQHL,0.07130121315920077
PID_XN5PH1F,0.07167218776858592
PID_RGCQUJK,0.07110172163302061
PID_ND9ZPR0,0.07541861301600356
PID_DNBZNI1,0.09313577611456696
PID_P21UQ4T,0.07130121315920077
PID_LZGREJK,0.07522558627982803
PID_BO99D36,0.07106347933319825
PID_EGYXD3C,0.12391900675713267
PID_CX1YOQS,0.07106347933319825
PID_KD3NJ8D,0.08856526321024087
PID_3XTCBV4,0.07115064355911516
PID_MW0NU5U,0.08262691527912072
