Policy ID,Lapse
PID_4928TWH,0.09859447900124396
PID_KBLLEGK,0.058377124146169836
PID_90F0QA3,0.05818236971994747
PID_18F3NHF,0.058815734404223746
PID_SX4QUVO,0.07990232183364274
PID_TU5BFPR,0.06427622129729275
PID_WLKPNBI,0.058108460730839674
PID_WJJ0O09,0.06728523060685108
PID_8GYR0BI,0.09070740743998143
PID_S2LWT7E,0.05850901780490974
PID_SJMOS1D,0.05808310822262001
PID_7WCQC27,0.05806269982608966
PID_SPCQJ1K,0.058975968943908816
PID_P8VLKT7,0.07837940974819671
PID_71C0MWB,0.05805990568448028
PID_RYR0SVX,0.10688439837718211
PID_QC1RYSQ,0.059246609849296694
PID_A06YOH1,0.05959774120557725
PID_7CENWWS,0.05825611101016124
PID_RA28BWC,0.08704111154708635
PID_8G3Z646,0.07891387475514025
PID_0AOTABJ,0.059195497942127084
PID_PURXM81,0.05805932119638612
PID_2OZ33GW,0.0765050681970335
PID_YPYFRUG,0.05805990568448028
PID_ZMTQ112,0.05852479942067993
PID_IGO1OBG,0.07692582141763556
PID_D5WUS3Y,0.08985854579163224
PID_K1H0CE1,0.058217403694495226
PID_IE9WGLN,0.05805548284995991
PID_TUF2RYA,0.05812608728177824
PID_RS6IVNO,0.05805990568448028
PID_Y1XLAQA,0.05805990568448028
PID_XYZF5R0,0.05902969717776727
PID_8UDWR8I,0.08792207073420041
PID_B7KWJVR,0.058175171613726165
PID_QX210WC,0.06508728412640212
PID_EY0IR7Q,0.059099563363941704
PID_CSLCV4S,0.08262652892499493
PID_9260TJI,0.059455437640336055
PID_JDUP62T,0.058600407660930304
PID_ETGO7UZ,0.058059402499614596
PID_LB7J0ZV,0.10888095173185958
PID_VK5HY24,0.05846751358189923
PID_AVXTMLL,0.07069434656118383
PID_E2937R5,0.0592575836530934
PID_X44RL44,0.058108460730839674
PID_SVY3SHN,0.07131579054080533
PID_DGNC3NK,0.09906465444946831
PID_Z2GXBKG,0.09085754237705453
PID_ZXBXQ3J,0.08706471501986131
PID_R8VTUP8,0.0802505091180533
PID_AKW9DXT,0.05844805192511377
PID_X80214X,0.10283713264001784
PID_1V02PHZ,0.058108460730839674
PID_41TIL7I,0.06035108461186852
PID_3W6KRNN,0.08154302494337627
PID_AS4LOC9,0.05823569382659813
PID_DZ6ORUI,0.08775572508323003
PID_6X98B9L,0.05836954721369734
PID_UW2GB04,0.0583676869775507
PID_6PNA9K9,0.05805990568448028
PID_723WPIR,0.08938606810681547
PID_E05BF6O,0.08113677393660816
PID_LJYXUFF,0.06702372495162981
PID_TU37QCG,0.05818236971994747
PID_VA244YE,0.05825704591028611
PID_G55RZRA,0.07907871332228451
PID_DTEGGWH,0.08169679039801395
PID_CBKRFEU,0.06949269751880471
PID_YZRYG67,0.05806033443756358
PID_7RNPY9F,0.07257725989188182
PID_590186H,0.05805990568448028
PID_GFXRHW2,0.060493794255899305
PID_D88JBQA,0.06170352683020503
PID_X3XH0ZA,0.07911930561535833
PID_VDCW79S,0.06780864254798427
PID_R13GW14,0.08110311235861896
PID_GG7CO9T,0.08114675668161539
PID_VEGETGP,0.07295790281249005
PID_FF6DBHD,0.07102287603274193
PID_K5TT3O5,0.07303625758088231
PID_7BN8ALJ,0.05830579104731053
PID_781HX4Q,0.05823569382659813
PID_VCXSGF0,0.08622724390091384
PID_WS27GNU,0.05816155571298857
PID_STX9L27,0.058059402499614596
PID_HO1Y2NJ,0.05919538634490499
PID_0HXX5KW,0.08734717183105431
PID_XKRAUZC,0.0845220038301963
PID_DHLX37E,0.06673433708847652
PID_FJSLQ6W,0.05806033443756358
PID_WSGM4P6,0.09204957595773945
PID_ZCZW28S,0.08581273348742641
PID_F5TABO9,0.058623414018227814
PID_IPBDVUD,0.1055730815002799
PID_FRM9QJL,0.05985994063627776
PID_Y34JR1M,0.05823569382659813
PID_GMJSKZ3,0.09158671759946944
PID_GU6O83P,0.05835215316260731
PID_18A5P1Y,0.058059402499614596
PID_PC2WV6R,0.06396860674718059
PID_5W6E47V,0.07290567091776202
PID_YDODZRN,0.0952711994148165
PID_C7GJCAE,0.05872569248080396
PID_1FPKPB1,0.07601433759721592
PID_TLVYNZZ,0.07246023155238816
PID_AQZ6IZ2,0.11690574208883792
PID_V8MWOBR,0.058217403694495226
PID_KXV9DX1,0.08885647669101879
PID_B1UV558,0.058749827517651655
PID_FJJ719Y,0.05886874161646653
PID_8JL8KNC,0.0747397137148957
PID_HW6IRFT,0.07234208468295818
PID_78QGJNN,0.05805932119638612
PID_PMPUN3Z,0.07377802818274332
PID_XPLW177,0.08372805501049385
PID_T34JRAI,0.05806269982608966
PID_4UON3Q9,0.059588427451788405
PID_PGV514S,0.05979728077312953
PID_QVIEPVB,0.08827774921474717
PID_9Q5BCL3,0.08247024105028658
PID_IBKC5CM,0.058108460730839674
PID_P03FBCL,0.05817341297374704
PID_6WU2P8X,0.08984151576813258
PID_9MRA6QP,0.07882576722195521
PID_HNYVZQC,0.05850975493388592
PID_8WOR273,0.05931643259456917
PID_3MPJU73,0.058175171613726165
PID_YMNSJX6,0.08719902220472718
PID_IDLEPT3,0.05805548284995991
PID_H1PRSH0,0.058260921722659
PID_T0ICCW3,0.058157089220558934
PID_GUL7A6S,0.10789465387884774
PID_RGTLQNX,0.058175171613726165
PID_DXUFC89,0.08452873068695907
PID_VVHPH3J,0.09159790894504641
PID_QMS6A5C,0.07367783346436342
PID_6JA6757,0.05822385247990962
PID_RZT56WM,0.05825704591028611
PID_IV4VB3G,0.06966761948065905
PID_WRUW2ZM,0.10116343420486668
PID_FNVQ8XQ,0.05805932119638612
PID_9D3YC1L,0.05903451495004865
PID_7DD1CKX,0.07525026133465076
PID_QPX8USD,0.058182733576660754
PID_AAR01QI,0.0834522635177446
PID_OTZ1LDS,0.06550734649862244
PID_Y492CMU,0.07908074247196836
PID_E3FU3T1,0.05820508341536203
PID_WFQ6QEE,0.05806033443756358
PID_JDNR1QL,0.06333294053295058
PID_TZDYTQO,0.060285509356786414
PID_6A2THRH,0.10155716201073788
PID_ZSXH6OZ,0.07771574638820175
PID_FCEAADT,0.060064262700327505
PID_QL1TQHL,0.05825704591028611
PID_XN5PH1F,0.05883631115349104
PID_RGCQUJK,0.05810849604738226
PID_ND9ZPR0,0.06102629777638512
PID_DNBZNI1,0.07991114270029287
PID_P21UQ4T,0.05825704591028611
PID_LZGREJK,0.060923481035404445
PID_BO99D36,0.05805990568448028
PID_EGYXD3C,0.11440557263208398
PID_CX1YOQS,0.05805990568448028
PID_KD3NJ8D,0.07552841818224175
PID_3XTCBV4,0.05805548284995991
PID_MW0NU5U,0.0701927786292901
PID_U1TDXKI,0.07599305497990001
PID_XF8EGO5,0.05853051878687324
PID_MMYR3TJ,0.07395979756408594
PID_L5OUJJR,0.08012072159958208
PID_UI4FAM0,0.058705540532749796
PID_D4XSYCW,0.058059402499614596
PID_0NPZHAP,0.05810205925042346
PID_WEG70YZ,0.09252455476769803
PID_AKXVJE5,0.08045805498629581
PID_ORZT16O,0.058108460730839674
PID_AMR7I9C,0.0588769718334867
PID_5V6KQOS,0.08121572840563482
PID_F7O6VK5,0.05819075500318893
PID_MNWS6ZB,0.058059402499614596
PID_N5OW4EW,0.05940843014619053
PID_DN64OL7,0.08642729964291512
PID_F3ATTJ4,0.058175171613726165
PID_7JYQVIC,0.05808217594166492
PID_D5EW1DU,0.05805990568448028
PID_OY9R5HM,0.10510242827601345
PID_O5MXG74,0.05906265679357756
PID_7YRD92L,0.058175171613726165
PID_ACIJNVT,0.05959495603875715
PID_QGL4KLP,0.05806033443756358
PID_FNQ3VPV,0.07768904660382853
PID_FTJBQV7,0.0733750340116229
PID_DM9K9XN,0.08272876021036057
PID_IAMKSXI,0.05950155857677291
PID_WI9N920,0.05930557023918957
PID_XS48R5J,0.058175171613726165
PID_SW56CWT,0.07700724278888241
PID_X8ERBKO,0.05916117899711426
PID_HO0X9QZ,0.08493688535013133
