Policy ID,Lapse
PID_4928TWH,0.1018532206478101
PID_KBLLEGK,0.06469288347126505
PID_90F0QA3,0.06437698087285586
PID_18F3NHF,0.06489371042519392
PID_SX4QUVO,0.08037901698566739
PID_TU5BFPR,0.07032879646436463
PID_WLKPNBI,0.06427219589485396
PID_WJJ0O09,0.07147908992055121
PID_8GYR0BI,0.09568500576807176
PID_S2LWT7E,0.06480281189867283
PID_SJMOS1D,0.06422813047926328
PID_7WCQC27,0.06421603121852323
PID_SPCQJ1K,0.06527428476115721
PID_P8VLKT7,0.08383678150077377
PID_71C0MWB,0.06421542758668085
PID_RYR0SVX,0.10755202296998308
PID_QC1RYSQ,0.06564478901243709
PID_A06YOH1,0.06527325782752537
PID_7CENWWS,0.06442955798831944
PID_RA28BWC,0.09206896975863793
PID_8G3Z646,0.08516935639156537
PID_0AOTABJ,0.0652170042099291
PID_PURXM81,0.06421358056258847
PID_2OZ33GW,0.07992463315662006
PID_YPYFRUG,0.06421542758668085
PID_ZMTQ112,0.0647509208229577
PID_IGO1OBG,0.084754275905012
PID_D5WUS3Y,0.09582716534671802
PID_K1H0CE1,0.06439587770942193
PID_IE9WGLN,0.06429477357243336
PID_TUF2RYA,0.06435627939288055
PID_RS6IVNO,0.06421542758668085
PID_Y1XLAQA,0.06421542758668085
PID_XYZF5R0,0.0653449352003733
PID_8UDWR8I,0.09115171080759611
PID_B7KWJVR,0.06430535936162772
PID_QX210WC,0.07363822898827518
PID_EY0IR7Q,0.06496001091920355
PID_CSLCV4S,0.08857156676127691
PID_9260TJI,0.06577954717131401
PID_JDUP62T,0.06430535936162772
PID_ETGO7UZ,0.06421405762133472
PID_LB7J0ZV,0.11082516759135808
PID_VK5HY24,0.06445351221053515
PID_AVXTMLL,0.07570015589931137
PID_E2937R5,0.0651748745076474
PID_X44RL44,0.06427219589485396
PID_SVY3SHN,0.07686210922622616
PID_DGNC3NK,0.10309147153848362
PID_Z2GXBKG,0.09219043783426611
PID_ZXBXQ3J,0.08960266602529547
PID_R8VTUP8,0.08368602169300711
PID_AKW9DXT,0.06506158636749804
PID_X80214X,0.10370371325416787
PID_1V02PHZ,0.06427219589485396
PID_41TIL7I,0.06518675379957505
PID_3W6KRNN,0.08800361932411256
PID_AS4LOC9,0.06586281721129471
PID_DZ6ORUI,0.09078089216984188
PID_6X98B9L,0.06450915031892622
PID_UW2GB04,0.06553970489188107
PID_6PNA9K9,0.06421542758668085
PID_723WPIR,0.0965781557539631
PID_E05BF6O,0.0841812996402781
PID_LJYXUFF,0.07410594515720342
PID_TU37QCG,0.06437698087285586
PID_VA244YE,0.06443184113498067
PID_G55RZRA,0.08708575736633017
PID_DTEGGWH,0.08570067299917988
PID_CBKRFEU,0.075658842524014
PID_YZRYG67,0.06421633365561741
PID_7RNPY9F,0.07750015378882794
PID_590186H,0.06421542758668085
PID_GFXRHW2,0.0666516183864355
PID_D88JBQA,0.06699094955476909
PID_X3XH0ZA,0.08419788342090098
PID_VDCW79S,0.07348409903203378
