ID,electricity_consumption
552,216.8277174
553,209.5895465
554,215.5277229
555,200.5593268
556,271.0341024
557,264.7208532
558,249.361271
559,375.1955522
560,234.9349228
561,285.3960797
562,257.0125524
563,233.3327958
564,237.367207
565,303.9649018
566,251.2522408
567,290.2741198
568,272.1756161
569,249.4906133
570,218.4741011
571,268.6327188
572,356.6890662
573,270.2067352
574,256.9334721
575,312.4891364
576,254.1138218
577,333.2772369
578,262.6112386
579,280.37168
580,250.0277876
581,216.286469
582,241.4763177
583,233.8401904
584,212.2461617
585,204.7079298
586,213.7245364
587,213.7961079
588,214.1499879
589,217.1039379
590,218.3170365
591,225.8407237
592,237.026014
593,214.3909757
594,216.5654454
595,216.6753021
596,210.335803
597,271.2132414
598,266.492747
599,243.3001393
600,230.3993318
601,283.188151
602,214.7496935
603,224.8143261
604,230.7365653
605,215.556439
606,193.9043499
607,224.8244819
608,221.1964444
609,238.7066995
610,225.4767612
611,209.6817604
612,270.961656
613,289.0269481
614,239.8823266
615,243.6487383
616,282.5846833
617,291.8574724
618,263.633935
619,318.7575838
620,289.7228972
621,264.1722367
622,242.4344405
623,251.6956185
624,228.8355708
625,237.8894433
626,220.631479
627,237.7808868
628,216.1671078
629,216.9405649
630,208.6844916
631,211.1159786
632,221.5777137
633,208.2553592
634,208.6865886
635,228.8485926
636,231.884367
637,241.4432859
638,224.340297
639,243.5582445
640,222.0539518
641,230.0556277
642,202.8880307
643,205.1909684
644,223.7008668
645,206.0380765
646,217.6419156
647,225.8222333
648,214.5048115
649,236.8036844
650,208.2509651
651,209.3200031
652,207.9112707
653,255.4570241
654,233.6106366
655,228.3061767
656,245.3407716
657,210.8354219
658,208.8817325
659,231.9606071
660,218.4238412
661,246.066952
662,250.9040479
663,224.2784295
664,241.3825013
665,233.6095183
666,229.2046905
667,237.5717315
668,230.8626942
669,225.5962862
670,231.7938474
671,236.1220497
672,230.8050854
673,231.2079653
674,242.1581445
675,232.2821788
676,268.6060494
677,277.9481416
678,235.1744913
679,281.9910151
680,224.9257728
681,204.8914662
682,210.0280998
683,230.35311
684,225.136204
685,230.3163631
686,220.0455417
687,229.9895568
688,222.9177581
689,212.6687983
690,230.6296216
691,222.9121855
692,230.5429777
693,232.0774203
694,239.9886146
695,240.6849153
696,223.9088189
697,229.512598
698,219.5135199
699,231.1316463
700,246.6253635
701,228.5549627
702,231.6709151
703,214.8179128
704,228.5438515
705,226.1948753
706,227.4535431
707,248.5999809
708,240.1234756
709,252.8021244
710,232.2053532
711,243.5711462
712,244.6753332
713,229.0701519
714,230.4021668
715,231.8610322
716,228.5864427
717,238.4632604
718,314.9851452
719,264.8333505
720,249.7752161
721,228.0617536
722,245.9546651
723,233.6047931
724,220.3831854
725,249.12395
726,324.9054814
727,276.462641
728,251.0589399
729,254.3523935
730,249.7032895
731,236.1409036
732,241.261131
733,254.647598
734,221.1011776
735,213.8362959
736,235.2967799
737,228.0132467
738,257.2436676
739,250.6526183
740,256.5876198
741,234.3132488
742,242.0890803
743,227.8804077
1296,646.3240893
1297,611.987537
1298,560.2912294
1299,627.6214367
1300,553.6127401
1301,523.38843
1302,538.5926992
1303,508.946082
1304,544.1593941
1305,553.4396258
1306,471.9160864
1307,451.9876507
1308,494.7064357
1309,406.8256032
1310,441.6422288
1311,408.7180822
1312,409.3982257
1313,410.6835724
1314,475.205713
1315,436.9878875
1316,639.4420437
1317,638.8350055
1318,550.1413858
1319,577.7491128
1320,601.5280592
1321,507.5536678
1322,632.1726299
1323,698.5611695
1324,586.9897223
1325,669.0744391
1326,703.2404268
1327,666.0699191
1328,627.292233
1329,620.036942
1330,548.6465582
1331,625.5984047
1332,626.9611
1333,561.8031953
1334,564.9349421
1335,633.235527
1336,513.3886974
1337,491.8595812
1338,396.480377
1339,492.0565139
1340,477.744491
1341,432.0597955
1342,408.4707984
1343,390.8510915
1344,370.7219913
1345,370.0962835
1346,496.642351
1347,501.2017874
1348,608.3263054
1349,759.2436912
1350,660.8541227
1351,661.903803
1352,668.8619721
1353,699.8253745
1354,622.7190821
1355,534.251204
1356,610.5249403
1357,654.9509246
1358,605.6973311
1359,638.28129
1360,657.0370468
1361,597.1408992
1362,645.8604985
1363,623.8495054
1364,567.3272202
1365,601.9177726
1366,639.3934571
1367,578.9522865
1368,673.9109499
1369,563.6467432
1370,582.1743692
1371,614.7548611
1372,635.1248627
1373,563.4319052
1374,496.5024693
1375,550.6169738
1376,625.3137277
1377,540.1109379
1378,566.0450661
1379,453.2750365
1380,469.8571684
1381,456.4801748
1382,473.8015977
1383,535.9745064
1384,452.494433
1385,366.8346896
1386,344.5979732
1387,435.9260179
1388,431.4286482
1389,442.8427256
1390,445.6348117
1391,405.454572
1392,373.8140524
1393,354.8254165
1394,382.7186073
1395,319.8689829
1396,338.5508769
1397,391.5169452
1398,300.2469175
1399,235.2814448
1400,235.7614326
1401,242.6070808
1402,236.2850027
1403,217.8342952
1404,231.8515361
1405,224.3549117
1406,234.7589058
1407,214.5277058
1408,228.997211
1409,227.9585824
1410,218.0793094
1411,223.3059129
1412,214.8214721
1413,211.6214551
1414,215.5837728
1415,199.8117799
1416,199.9366851
1417,202.4024262
1418,324.0516902
1419,266.2593036
1420,301.1075014
1421,255.9123239
1422,189.1393706
1423,197.4586037
1424,184.8074372
1425,194.3441487
1426,210.9702999
1427,216.3213772
1428,209.0548291
1429,214.7023172
1430,214.0773048
1431,201.7052844
1432,211.1230258
1433,199.525846
1434,222.5159109
1435,202.7228547
1436,219.5844971
1437,220.0820214
1438,200.1292854
1439,204.1265596
1440,186.4762343
1441,197.5777014
1442,188.333321
1443,239.0474079
1444,224.8143737
1445,247.9242125
1446,253.1225035
1447,257.0787284
1448,256.806841
1449,262.3508795
1450,206.9715278
1451,215.3024819
1452,221.6275225
1453,224.834458
1454,199.2946979
