UniqueID,loan_default
655269,0.41995434
723482,0.319599607
758529,0.354503391
763449,0.456510513
708663,0.376411761
725530,0.486786558
708592,0.442164302
714975,0.354442893
712795,0.366691322
708656,0.303616984
712520,0.216861128
753695,0.36351062
708646,0.302035069
730225,0.307500931
714877,0.376398414
769166,0.42859008
710254,0.324534536
708812,0.37951628
726172,0.331051278
716959,0.476592601
725935,0.366600816
736039,0.442722361
748400,0.440083659
753652,0.312830306
695108,0.245530438
695320,0.100232505
662145,0.234045522
688068,0.034722111
662099,0.115964132
723985,0.217412479
757491,0.210267091
688610,0.269454501
733285,0.178465637
722392,0.123762984
689941,0.127011436
662086,0.08845961
662336,0.163179235
662373,0.239858581
662111,0.123974389
711459,0.076522928
662098,0.170698906
729627,0.143050004
729023,0.147158361
698148,0.179551001
662059,0.15970548
662318,0.172933264
662400,0.045420328
745881,0.202057364
707400,0.043536409
665203,0.351010695
662265,0.200737891
724712,0.117240315
662430,0.158130144
662431,0.263765886
718315,0.247327246
733477,0.388403823
727178,0.200581177
709205,0.083706908
760975,0.167924847
728884,0.107950848
697644,0.265081595
766710,0.3643198
743227,0.12782912
728888,0.155663855
760702,0.188626938
677241,0.390241122
728922,0.15921342
728655,0.200024777
751372,0.294032671
741935,0.156628288
728307,0.261906528
717735,0.294213149
702566,0.164310453
757194,0.195539854
727264,0.278020382
767201,0.133198519
756322,0.128283658
728833,0.242759292
710833,0.518858706
742470,0.280055349
697634,0.361119783
702435,0.251173483
761300,0.36836772
734035,0.296851716
728916,0.307437591
728234,0.265873555
747459,0.23431093
742464,0.249922343
728178,0.319928242
756405,0.232767338
729226,0.273836116
729812,0.390670847
761338,0.255270502
710494,0.25535559
764460,0.170227664
710622,0.264717494
756779,0.359944411
712028,0.381403066
756503,0.228213113
767068,0.235152778
756908,0.327807154
756887,0.372378091
766830,0.234632242
750180,0.366520685
654130,0.338443464
718310,0.274428393
710116,0.276340846
718090,0.270588387
717738,0.149191989
717763,0.338728945
718122,0.340578139
756482,0.322442849
654116,0.279251266
756860,0.17943141
718369,0.168443485
756598,0.226577159
717871,0.340578139
768065,0.251407648
718014,0.323955563
754576,0.275485302
738611,0.381403066
757087,0.351769561
766961,0.327515443
717826,0.200601683
717843,0.250422134
715776,0.390132114
721686,0.322442849
717640,0.191988135
718049,0.368405798
756661,0.409481634
757067,0.433373928
766290,0.315312411
764814,0.194188337
766918,0.309732176
718041,0.2333358
710788,0.341428585
767614,0.237893172
757168,0.153836678
690608,0.449421269
692926,0.127244053
691329,0.111975688
683899,0.200315823
691102,0.097941241
758084,0.141258864
695277,0.102352653
680791,0.313405981
739107,0.380919923
719142,0.188937271
693504,0.300638722
739745,0.210048817
691131,0.09840481
766835,0.072281536
689547,0.174588267
719266,0.228654485
681174,0.170797898
710506,0.255603129
708686,0.185878748
739254,0.218380587
684079,0.085594804
745880,0.304218112
680848,0.279792468
692316,0.259910258
739169,0.112821326
757097,0.113154025
683767,0.086395532
682686,0.164230375
681184,0.305441987
719076,0.149646822
739539,0.201044378
693069,0.058766352
689637,0.304218112
719214,0.245812904
680936,0.15496709
766344,0.254414068
729262,0.20586084
766080,0.097363939
729137,0.303786434
729147,0.260008792
754653,0.251782746
729006,0.165140478
721015,0.306830548
743861,0.201664299
724054,0.267884336
710959,0.187001317
755247,0.300786406
729097,0.336995644
728996,0.324862009
728557,0.262746658
739664,0.144067561
766297,0.266427005
753448,0.321846185
766357,0.197537973
746654,0.223098642
703653,0.169362876
729025,0.163403008
730115,0.298438168
759298,0.12082483
766104,0.359219847
711093,0.151313946
766735,0.357806021
710969,0.156703499
766145,0.342346215
729062,0.337208542
744371,0.226782986
747659,0.241119236
662312,0.347757253
761597,0.216797774
766813,0.388759463
663407,0.315705863
668048,0.151996158
663839,0.260137944
679710,0.339886632
669243,0.303446022
657976,0.328275224
663606,0.290009862
657988,0.334339293
759622,0.129717682
759821,0.34610393
662711,0.32600331
