id,target
300000,0.345791354
300001,0.695236236
300002,0.143250687
300003,0.424228952
300004,0.867942224
300005,0.163396374
300006,0.482714477
300007,0.166346208
300008,0.454091153
300009,0.401871921
300010,0.370578918
300011,0.382325386
300012,0.463475352
300013,0.342813055
300014,0.318341214
300015,0.643085546
300016,0.093535662
300017,0.66590644
300018,0.313249274
300019,0.656237152
300020,0.407884261
300021,0.511461798
300022,0.07941722
300023,0.028125473
300024,0.16756
300025,0.038
300026,0.099681519
300027,0.036038522
300028,0.064344736
300029,0.732947701
300030,0.11280177
300031,0.114197016
300032,0.244300361
300033,0.066015899
300034,0.091467016
300035,0.351602379
300036,0.154107103
300037,0.077920942
300038,0.40781725
300039,0.758975005
300040,0.126177925
300041,0.089183554
300042,0.131955941
300043,0.389359258
300044,0.423121089
300045,0.151467254
300046,0.059841469
300047,0.486219367
300048,0.548792047
300049,0.180907237
300050,0.055558347
300051,0.766575135
300052,0.05287156
300053,0.056982571
300054,0.701989488
300055,0.119747021
300056,0.108581478
300057,0.100173485
300058,0.369167365
300059,0.487702654
300060,0.202766567
300061,0.61469819
300062,0.211920316
300063,0.518904777
300064,0.034133743
300065,0.53930659
300066,0.33138457
300067,0.307387138
300068,0.327148728
300069,0.697573752
300070,0.61334189
300071,0.437633953
300072,0.161762782
300073,0.300816382
300074,0.318803813
300075,0.334297978
300076,0.5992315
300077,0.123372432
300078,0.323027095
300079,0.062820693
300080,0.019616848
300081,0.118311533
300082,0.860178074
300083,0.354823191
300084,0.382229108
300085,0.235678684
300086,0.150066671
300087,0.251557397
300088,0.265475585
300089,0.101964632
300090,0.651956478
300091,0.485203399
300092,0.183803797
300093,0.263607601
300094,0.320484815
300095,0.146346246
300096,0.066695656
300097,0.287807024
300098,0.055568245
300099,0.051392446
300100,0.270476789
300101,0.759303179
300102,0.267530225
300103,0.098519179
300104,0.282764349
300105,0.26520054
300106,0.383235017
300107,0.125753987
300108,0.587617585
300109,0.361989291
300110,0.15227641
300111,0.009156668
300112,0.427111197
300113,0.637780345
300114,0.11750069
300115,0.230671493
300116,0.698459558
300117,0.521939657
300118,0.376921716
300119,0.227177028
300120,0.214831115
300121,0.531424478
300122,0.332448857
300123,0.432063626
300124,0.26631476
300125,0.280630237
300126,0.239611415
300127,0.559406772
300128,0.200694386
300129,0.640028687
300130,0.220922324
300131,0.132205795
300132,0.218839082
300133,0.378303963
300134,0.645713154
300135,0.096095168
300136,0.016019179
300137,0.611910356
300138,0.927210317
300139,0.289942241
300140,0.421017653
300141,0.013049416
300142,0.060532141
300143,0.355065243
300144,0.439303787
300145,0.348281709
300146,0.786962999
300147,0.173479292
300148,0.074639222
300149,0.06075554
300150,0.074238311
300151,0.030850043
300152,0.082188895
300153,0.404945338
300154,0.180793607
300155,0.206198795
300156,0.595219204
300157,0.034271068
300158,0.495337693
300159,0.105833358
300160,0.319447355
300161,0.220576587
300162,0.229638879
300163,0.171762725
300164,0.269610068
300165,0.253895955
300166,0.015741072
300167,0.234683819
300168,0.117953588
300169,0.3843652
300170,0.545164388
300171,0.925987242
300172,0.048756179
300173,0.050622753
300174,0.035148387
300175,0.56117547
300176,0.147389336
300177,0.801634217
300178,0.11280083
300179,0.419601535
300180,0.255205291
300181,0.344973543
300182,0.941073557
300183,0.853696335
300184,0.466115107
300185,0.302578816
300186,0.272155441
300187,0.427184059
300188,0.635773137
300189,0.056586589
300190,0.253776549
300191,0.703142542
300192,0.244399022
300193,0.007726598
300194,0.177888606
300195,0.022045927
300196,0.662497168
300197,0.168876599
300198,0.037498046
300199,0.081984655
300200,0.420520956
300201,0.28565127
300202,0.238978556
300203,0.507576859
300204,0.683413828
300205,0.425068765
300206,0.352487256
300207,0.41914237
300208,0.291427714
300209,0.258695253
300210,0.284660157
300211,0.385768158
300212,0.054995539
300213,0.20083739
300214,0.096058841
300215,0.204605034
300216,0.137588569
300217,0.561711865
300218,0.048046277
300219,0.023223343
300220,0.060283162
300221,0.231505771
300222,0.020384768
300223,0.523659511
300224,0.164132971
300225,0.077066617
300226,0.468521864
300227,0.194377286
300228,0.108021395
300229,0.106902813
300230,0.413110071
300231,0.0175489
300232,0.048814563
300233,0.622633586
300234,0.37858887
300235,0.346200673
300236,0.152494359
300237,0.398740365
300238,0.056806153
300239,0.286896423
300240,0.103794526
300241,0.092769754
300242,0.539891816
300243,0.689618185
300244,0.222242836
300245,0.086605883
300246,0.944712072
300247,0.233402706
300248,0.679451071
300249,0.038931676
300250,0.680879574
300251,0.921333394
300252,0.033137832
300253,0.312518471
300254,0.82396925
300255,0.580152177
300256,0.558151496
300257,0.101569227
300258,0.139968564
300259,0.59807884
300260,0.570233111
300261,0.334908975
300262,0.300541367
300263,0.497444877
300264,0.653981096
300265,0.137475978
300266,0.384785603
300267,0.193813714
300268,0.108115675
300269,0.232951766
300270,0.812320515
300271,0.127814572
300272,0.767591265
300273,0.170863499
300274,0.97120562
300275,0.220909644
300276,0.281404581
300277,0.869619828
300278,0.077894454
300279,0.209208692
300280,0.1381569
300281,0.079121556
300282,0.130248297
300283,0.025986052
300284,0.184723428
300285,0.242919296
300286,0.059328111
300287,0.207794004
300288,0.27408539
300289,0.634671901
300290,0.73085908
300291,0.119870203
300292,0.336665182
300293,0.839420708
300294,0.025833176
300295,0.057648865
300296,0.811875861
300297,0.079118072
300298,0.2756519
300299,0.345774275
300300,0.333154926
300301,0.783537767
300302,0.074750461
300303,0.102382592
300304,0.689773076
300305,0.526849153
300306,0.338656137
300307,0.185272471
300308,0.298908606
300309,0.207340926
300310,0.295358901
300311,0.029367206
300312,0.126616954
300313,0.185032237
300314,0.280107419
300315,0.420214513
300316,0.116867281
300317,0.15248723
300318,0.090966851
300319,0.675090661
300320,0.580388115
300321,0.267509607
300322,0.410262895
300323,0.023274673
300324,0.152335258
300325,0.273791795
300326,0.073526274
300327,0.389940444
300328,0.159282476
300329,0.534862712
300330,0.089759323
300331,0.069918597
300332,0.040462911
300333,0.31663889
300334,0.185722394
300335,0.184686902
300336,0.690056565
300337,0.952447283
300338,0.264018782
300339,0.248789043
300340,0.706663365
300341,0.270009477
300342,0.220775436
300343,0.043424519
300344,0.6978201
300345,0.328914096
300346,0.256045062
300347,0.51972343
300348,0.519406166
300349,0.262445318
300350,0.647315429
300351,0.319556598
300352,0.14019656
300353,0.476953872
300354,0.440288292
300355,0.234147496
300356,0.039972945
300357,0.502571979
300358,0.218127057
300359,0.702317023
300360,0.03215281
300361,0.594813497
300362,0.106335068
300363,0.640733149
300364,0.028558338
300365,0.442764514
300366,0.050297729
300367,0.093687544
300368,0.445883624
300369,0.190703689
300370,0.027058416
300371,0.263947975
300372,0.208442092
300373,0.401828079
300374,0.540365409
300375,0.983913475
300376,0.397172873
300377,0.084769858
300378,0.427738566
300379,0.027549387
300380,0.050468766
300381,0.333147543
300382,0.141031245
300383,0.350383103
300384,0.624893997
300385,0.260832264
300386,0.155258725
300387,0.083115949
300388,0.117562902
300389,0.695582015
300390,0.361482562
300391,0.17083471
300392,0.102465016
300393,0.040198002
300394,0.356082044
300395,0.306266331
300396,0.190459093
300397,0.520862547
300398,0.426211878
300399,0.731664622
300400,0.593697961
300401,0.472377017
300402,0.357425697
300403,0.337478116
300404,0.373564464
300405,0.609665772
300406,0.249820055
300407,0.116032368
300408,0.163745214
300409,0.612148677
300410,0.102047433
300411,0.052148907
300412,0.357254172
300413,0.113943335
300414,0.361898689
300415,0.298926487
300416,0.203444172
300417,0.535861842
300418,0.055842251
300419,0.285048702
300420,0.150064007
300421,0.119630722
300422,0.063210709
300423,0.017353079
300424,0.133880988
300425,0.075064952
300426,0.450534282
300427,0.194250436
300428,0.122655017
300429,0.100453367
300430,0.069127077
300431,0.043666479
300432,0.031266762
300433,0.099204257
300434,0.512532122
300435,0.12632441
300436,0.142499047
300437,0.014672451
300438,0.050326586
300439,0.131356821
300440,0.167852216
300441,0.103796369
300442,0.740843237
300443,0.227201268
300444,0.267685668
300445,0.013175067
300446,0.608422216
300447,0.284768695
300448,0.577921868
300449,0.560416449
300450,0.131561592
300451,0.831901009
300452,0.670361484
300453,0.581151707
300454,0.287511177
300455,0.199453641
300456,0.207317652
300457,0.578116062
300458,0.647753351
300459,0.012273566
300460,0.634714309
300461,0.42587929
300462,0.13273244
300463,0.240409037
300464,0.500570659
300465,0.137231631
300466,0.213585893
300467,0.326758001
300468,0.037155193
300469,0.255929135
300470,0.182149343
300471,0.843803584
300472,0.831176834
300473,0.341469141
300474,0.518404607
300475,0.346766078
300476,0.356717004
300477,0.220378571
300478,0.123050552
300479,0.034988107
300480,0.018122174
300481,0.392681368
300482,0.404150025
300483,0.281998722
300484,0.147820218
300485,0.017013433
300486,0.670783684
300487,0.184147743
300488,0.136122221
300489,0.21737678
300490,0.214253656
300491,0.118792497
