Frame_ID,Emotion
frame0.jpg,happy
frame1.jpg,happy
frame2.jpg,surprised
frame3.jpg,surprised
frame4.jpg,angry
frame5.jpg,surprised
frame6.jpg,surprised
frame7.jpg,surprised
frame8.jpg,surprised
frame9.jpg,angry
frame10.jpg,angry
frame11.jpg,Unknown
frame12.jpg,surprised
frame13.jpg,surprised
frame14.jpg,happy
frame15.jpg,angry
frame16.jpg,surprised
frame17.jpg,happy
frame18.jpg,sad
frame19.jpg,sad
frame20.jpg,angry
frame21.jpg,Unknown
frame22.jpg,Unknown
frame23.jpg,surprised
frame24.jpg,surprised
frame25.jpg,surprised
frame26.jpg,surprised
frame27.jpg,angry
frame28.jpg,surprised
frame29.jpg,angry
frame30.jpg,sad
frame31.jpg,sad
frame32.jpg,sad
frame33.jpg,sad
frame34.jpg,happy
frame35.jpg,surprised
frame36.jpg,surprised
frame37.jpg,surprised
frame38.jpg,Unknown
frame39.jpg,Unknown
frame40.jpg,Unknown
frame41.jpg,happy
frame42.jpg,happy
frame43.jpg,surprised
frame44.jpg,surprised
frame45.jpg,surprised
frame46.jpg,angry
frame47.jpg,sad
frame48.jpg,sad
frame49.jpg,sad
frame50.jpg,surprised
frame51.jpg,surprised
frame52.jpg,happy
frame53.jpg,surprised
frame54.jpg,Unknown
frame55.jpg,Unknown
frame56.jpg,happy
frame57.jpg,surprised
frame58.jpg,surprised
frame59.jpg,surprised
frame60.jpg,surprised
frame61.jpg,surprised
frame62.jpg,happy
frame63.jpg,sad
frame64.jpg,sad
frame65.jpg,happy
frame66.jpg,happy
frame67.jpg,surprised
frame68.jpg,surprised
frame69.jpg,happy
frame70.jpg,happy
frame71.jpg,surprised
frame72.jpg,sad
frame73.jpg,Unknown
frame74.jpg,Unknown
frame75.jpg,Unknown
frame76.jpg,Unknown
frame77.jpg,Unknown
frame78.jpg,happy
frame79.jpg,Unknown
frame80.jpg,angry
frame81.jpg,angry
frame82.jpg,Unknown
frame83.jpg,surprised
frame84.jpg,happy
frame85.jpg,surprised
frame86.jpg,Unknown
frame87.jpg,surprised
frame88.jpg,sad
frame89.jpg,surprised
frame90.jpg,surprised
frame91.jpg,surprised
frame92.jpg,Unknown
frame93.jpg,surprised
frame94.jpg,sad
frame94.jpg,surprised
frame96.jpg,Unknown
frame97.jpg,Unknown
frame98.jpg,happy
frame99.jpg,happy
frame100.jpg,happy
frame101.jpg,happy
frame102.jpg,Unknown
frame103.jpg,Unknown
frame104.jpg,Unknown
frame105.jpg,Unknown
frame106.jpg,Unknown
frame107.jpg,Unknown
frame108.jpg,Unknown
frame109.jpg,Unknown
frame110.jpg,Unknown
frame111.jpg,Unknown
frame112.jpg,Unknown
frame113.jpg,Unknown
frame114.jpg,Unknown
frame115.jpg,Unknown
frame116.jpg,Unknown
frame117.jpg,Unknown
frame118.jpg,Unknown
frame119.jpg,Unknown
frame120.jpg,Unknown
frame121.jpg,Unknown
frame122.jpg,sad
frame123.jpg,sad
frame124.jpg,sad
frame125.jpg,sad
frame126.jpg,sad
frame127.jpg,sad
frame128.jpg,Unknown
frame129.jpg,sad
frame130.jpg,sad
frame131.jpg,angry
frame132.jpg,angry
frame133.jpg,surprised
frame134.jpg,surprised
frame135.jpg,surprised
frame136.jpg,Unknown
frame137.jpg,Unknown
frame138.jpg,Unknown
frame139.jpg,sad
frame140.jpg,sad
frame141.jpg,Unknown
frame142.jpg,angry
frame143.jpg,Unknown
frame144.jpg,angry
