ID,target
ID_test_0,154.55153158184348
ID_test_1,95.82755239429716
ID_test_10,21.531627300238874
ID_test_100,73.72518869865505
ID_test_1000,86.6577781055399
ID_test_1001,47.45722994022713
ID_test_1002,90.55900234968726
ID_test_1003,32.44813727307344
ID_test_1004,30.79170034872136
ID_test_1005,47.523983494550876
ID_test_1006,26.95311781205664
ID_test_1007,30.840501913025157
ID_test_1008,70.29091086635052
ID_test_1009,64.834110819036
ID_test_101,135.32168924141715
ID_test_1010,43.69021540697035
ID_test_1011,52.7114032875514
ID_test_1012,35.29806670529548
ID_test_1013,35.012505789726376
ID_test_1014,44.8764096496374
ID_test_1015,53.23269067295162
ID_test_1016,34.816019908588885
ID_test_1017,49.98048059523694
ID_test_1018,38.60279022951104
ID_test_1019,23.091027995264575
ID_test_102,53.44844063134345
ID_test_1020,52.23900831085582
ID_test_1021,120.17056150440162
ID_test_1022,38.86600954532156
ID_test_1023,129.05006387534982
ID_test_1024,39.74365423789229
ID_test_1025,86.58870160216664
ID_test_1026,150.54990447631002
ID_test_1027,52.39501421079022
ID_test_1028,44.172050940972056
ID_test_1029,55.91148383060289
ID_test_103,57.24360161625037
ID_test_1030,177.70482135337915
ID_test_1031,57.951771572300174
ID_test_1032,36.96515476707674
ID_test_1033,57.704558303815745
ID_test_1034,60.881073184176216
ID_test_1035,51.11780372142575
ID_test_1036,81.55827093414617
ID_test_1037,95.66408108305876
ID_test_1038,57.49451033694876
ID_test_1039,63.904216290918974
ID_test_104,63.27646994344398
ID_test_1040,68.79623802997727
ID_test_1041,32.05797358838777
ID_test_1042,47.217660640566166
ID_test_1043,53.3088278310536
ID_test_1044,49.171082696666176
ID_test_1045,79.39358613574534
ID_test_1046,45.46051066264723
ID_test_1047,41.963712164401024
ID_test_1048,60.75809031582681
ID_test_1049,40.527338283695734
ID_test_105,29.58547390431728
ID_test_1050,40.71067675943393
ID_test_1051,58.491517436501965
ID_test_1052,37.631639374769534
ID_test_1053,41.11657403184634
ID_test_1054,38.40210905959208
ID_test_1055,38.74362029649918
ID_test_1056,50.20575744563568
ID_test_1057,60.58453216972789
ID_test_1058,43.836409291246596
ID_test_1059,54.301645270169125
ID_test_106,41.39748139175945
ID_test_1060,45.733722195288294
