id,redemption_status
3,69.3256855
4,23.84733707
5,82.32324719
8,44.01002228
10,48.29176664
12,74.80503321
13,7.646931708
16,72.60532975
18,13.3910507
31,71.41472697
36,48.32484424
37,2.472371794
38,78.66185308
40,92.9351449
41,12.66625226
44,70.39988041
47,64.18436766
49,2.714944631
50,45.09707391
53,36.57700419
57,49.62720871
59,13.27537149
60,61.12434268
64,4.683530331
67,3.636256978
68,9.594718367
70,85.22441983
73,34.56112146
76,12.57395446
78,81.00329638
81,64.09461498
87,64.08484578
89,4.590153322
94,9.870361537
96,61.29302979
98,35.49043834
100,4.064309597
105,22.6421088
108,17.43997335
109,6.572390348
111,39.00313973
112,39.04516399
114,83.98314118
116,34.61221457
119,80.71585298
120,67.53985286
126,44.41270232
127,1.734984294
128,12.69106269
132,1.38744358
133,78.74698639
138,5.469571799
140,41.92371368
143,9.436289221
145,71.31270766
147,15.61511159
148,2.124007978
149,91.38072729
150,67.89540052
153,3.075898439
157,60.31191349
162,5.090949684
163,2.512764186
166,3.774714842
168,53.08716297
173,53.51297855
174,61.53258681
175,2.339237928
177,84.18180346
178,8.310188353
185,43.0241853
189,81.72618151
190,9.649138153
191,2.563294023
199,67.19572544
201,18.09237003
203,83.91028047
204,70.32448649
210,83.24391246
211,2.232564054
212,63.07909489
216,5.004550144
223,22.99400866
226,91.69769883
227,16.78451747
229,53.61668468
232,4.63427268
234,64.55761194
235,55.47780395
236,66.12457037
237,85.5619669
244,19.38940436
245,17.54170507
246,45.30306756
248,1.190634631
249,74.13020134
251,6.790225208
252,62.45649457
253,34.82039571
256,12.73152083
257,35.36535203
258,16.18332118
263,15.34191072
268,3.711162508
271,78.96087766
272,37.234658
274,5.590934679
276,3.452289477
278,3.107087687
280,44.85129714
281,75.73164701
285,21.97328657
288,52.78425813
289,20.7928434
294,4.642497376
296,86.86931133
297,11.0361807
300,40.0007844
302,13.39401454
303,26.96717083
310,14.70610201
311,74.77312684
312,4.978701472
314,49.7612834
315,34.81054008
319,21.10337317
323,3.539320827
324,22.52781093
327,64.41839337
333,68.37459207
334,7.179870456
338,14.94790316
339,75.1188457
340,22.23013192
341,32.53184557
344,23.65956306
348,49.40396845
349,45.57905495
350,49.54430461
354,21.47023082
358,65.36613703
364,19.15877014
373,0.942617748
375,14.28070217
376,13.72383088
377,54.61201668
379,2.326609194
381,43.79438758
382,65.87637663
388,19.514516
390,25.08334816
394,16.00742042
396,21.67376578
399,53.31861377
402,4.245600477
405,62.90907264
408,3.909754381
409,28.90244424
414,3.379778191
415,7.15488866
416,62.95270324
422,18.45128536
426,30.231148
427,3.670990467
429,26.90039277
431,16.81785136
432,65.78431726
433,10.57124361
434,13.46492618
436,3.499852493
437,28.41350138
439,5.298890173
442,64.02421594
443,9.610689431
444,64.92749453
448,72.93791771
451,55.07235527
453,8.944483101
458,13.4795323
459,26.95516348
460,2.729280666
462,63.46932054
464,55.98371029
466,32.63589442
467,19.30230707
471,27.44369507
476,51.24471784
477,68.55569482
480,51.77269578
481,1.093639899
482,74.2831111
489,2.053600177
